"set"	"accession"	"annotname"	"litteralname"	"chrsize.bp"	"annot"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"CM020006.1"	8	"16982294"	"CM020006.1 Lupinus albus cultivar Amiga chromosome 8, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"CM020007.1"	9	"15102951"	"CM020007.1 Lupinus albus cultivar Amiga chromosome 9, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"CM020008.1"	10	"19347391"	"CM020008.1 Lupinus albus cultivar Amiga chromosome 10, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"WOCE01000081.1"	"NA"	"77455"	"WOCE01000081.1 Lupinus albus cultivar Amiga chromosome 10 Lalb_Chr00c56, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"CM020009.1"	11	"20057574"	"CM020009.1 Lupinus albus cultivar Amiga chromosome 11, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"CM020010.1"	12	"17349171"	"CM020010.1 Lupinus albus cultivar Amiga chromosome 12, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"CM020011.1"	13	"16177500"	"CM020011.1 Lupinus albus cultivar Amiga chromosome 13, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"CM020012.1"	14	"14546315"	"CM020012.1 Lupinus albus cultivar Amiga chromosome 14, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"CM020013.1"	15	"20044969"	"CM020013.1 Lupinus albus cultivar Amiga chromosome 15, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"CM020014.1"	16	"14401833"	"CM020014.1 Lupinus albus cultivar Amiga chromosome 16, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"CM020015.1"	17	"15015391"	"CM020015.1 Lupinus albus cultivar Amiga chromosome 17, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"CM020016.1"	18	"20221658"	"CM020016.1 Lupinus albus cultivar Amiga chromosome 18, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"WOCE01000048.1"	"NA"	"235999"	"WOCE01000048.1 Lupinus albus cultivar Amiga chromosome 18 Lalb_Chr00c23, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"WOCE01000051.1"	"NA"	"201308"	"WOCE01000051.1 Lupinus albus cultivar Amiga chromosome 18 Lalb_Chr00c26, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"WOCE01000077.1"	"NA"	"100128"	"WOCE01000077.1 Lupinus albus cultivar Amiga chromosome 18 Lalb_Chr00c52, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"WOCE01000080.1"	"NA"	"82310"	"WOCE01000080.1 Lupinus albus cultivar Amiga chromosome 18 Lalb_Chr00c55, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"WOCE01000082.1"	"NA"	"76832"	"WOCE01000082.1 Lupinus albus cultivar Amiga chromosome 18 Lalb_Chr00c57, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"WOCE01000089.1"	"NA"	"17842"	"WOCE01000089.1 Lupinus albus cultivar Amiga chromosome 18 Lalb_Chr00c64, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"CM020017.1"	19	"18232173"	"CM020017.1 Lupinus albus cultivar Amiga chromosome 19, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"CM020018.1"	20	"18249245"	"CM020018.1 Lupinus albus cultivar Amiga chromosome 20, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"CM020019.1"	21	"15132446"	"CM020019.1 Lupinus albus cultivar Amiga chromosome 21, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"CM020020.1"	22	"15014107"	"CM020020.1 Lupinus albus cultivar Amiga chromosome 22, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"CM020021.1"	23	"16632935"	"CM020021.1 Lupinus albus cultivar Amiga chromosome 23, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"CM020022.1"	24	"12486517"	"CM020022.1 Lupinus albus cultivar Amiga chromosome 24, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"CM020023.1"	25	"16405666"	"CM020023.1 Lupinus albus cultivar Amiga chromosome 25, whole genome shotgun sequence"
"Lupinus_albus_Ksiazkiewicz2017"	"GCA_009771035.1"	"WOCE01000065.1"	"NA"	"131056"	"WOCE01000065.1 Lupinus albus cultivar Amiga chromosome 01 Lalb_Chr00c40, whole genome shotgun sequence"
"Draba_nivalis_Birkeland2020"	"PRJNA657155"	"lg1"	1	"31019404"	"lg1"
"Draba_nivalis_Birkeland2020"	"PRJNA657155"	"lg2"	2	"43070268"	"lg2"
"Draba_nivalis_Birkeland2020"	"PRJNA657155"	"lg3"	3	"31609506"	"lg3"
"Draba_nivalis_Birkeland2020"	"PRJNA657155"	"lg4"	4	"34399018"	"lg4"
"Draba_nivalis_Birkeland2020"	"PRJNA657155"	"lg5"	5	"34185534"	"lg5"
"Draba_nivalis_Birkeland2020"	"PRJNA657155"	"lg6"	6	"37427781"	"lg6"
"Draba_nivalis_Birkeland2020"	"PRJNA657155"	"lg7"	7	"29158628"	"lg7"
"Draba_nivalis_Birkeland2020"	"PRJNA657155"	"lg8"	8	"35365495"	"lg8"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_A01"	"A01"	"117757855"	"Ghir_A01"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_A02"	"A02"	"108092100"	"Ghir_A02"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_A03"	"A03"	"113059412"	"Ghir_A03"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_A04"	"A04"	"85149810"	"Ghir_A04"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_A05"	"A05"	"109419610"	"Ghir_A05"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_A06"	"A06"	"124056332"	"Ghir_A06"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_A07"	"A07"	"97782242"	"Ghir_A07"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_A08"	"A08"	"122376713"	"Ghir_A08"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_A09"	"A09"	"82102766"	"Ghir_A09"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_A10"	"A10"	"114851205"	"Ghir_A10"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_A11"	"A11"	"123212122"	"Ghir_A11"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_A12"	"A12"	"107672493"	"Ghir_A12"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_A13"	"A13"	"108376418"	"Ghir_A13"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_D01"	"D01"	"63209094"	"Ghir_D01"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_D02"	"D02"	"69838496"	"Ghir_D02"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_D03"	"D03"	"52700144"	"Ghir_D03"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_D04"	"D04"	"56430500"	"Ghir_D04"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_D05"	"D05"	"62933208"	"Ghir_D05"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_D06"	"D06"	"66869448"	"Ghir_D06"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_D07"	"D07"	"59257364"	"Ghir_D07"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_D08"	"D08"	"69039221"	"Ghir_D08"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_D09"	"D09"	"52819285"	"Ghir_D09"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_D10"	"D10"	"68005838"	"Ghir_D10"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_D11"	"D11"	"72942580"	"Ghir_D11"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_D12"	"D12"	"62694377"	"Ghir_D12"
"Gossypium_hirsutum_Zhang2019"	"HAU_G.hirsutum_AD1genome_v1.1"	"Ghir_D13"	"D13"	"63343036"	"Ghir_D13"
"Setaria_italica_Bennetzen2012"	"GCA_000263155.2"	"CM003528.1"	1	"42145699"	"CM003528.1 Setaria italica strain Yugu1 chromosome I, whole genome shotgun sequence"
"Setaria_italica_Bennetzen2012"	"GCA_000263155.2"	"CM003529.1"	2	"49199997"	"CM003529.1 Setaria italica strain Yugu1 chromosome II, whole genome shotgun sequence"
"Setaria_italica_Bennetzen2012"	"GCA_000263155.2"	"CM003530.1"	3	"50651951"	"CM003530.1 Setaria italica strain Yugu1 chromosome III, whole genome shotgun sequence"
"Setaria_italica_Bennetzen2012"	"GCA_000263155.2"	"CM003531.1"	4	"40407879"	"CM003531.1 Setaria italica strain Yugu1 chromosome IV, whole genome shotgun sequence"
"Setaria_italica_Bennetzen2012"	"GCA_000263155.2"	"CM003532.1"	5	"47252588"	"CM003532.1 Setaria italica strain Yugu1 chromosome V, whole genome shotgun sequence"
"Setaria_italica_Bennetzen2012"	"GCA_000263155.2"	"CM003533.1"	6	"36014550"	"CM003533.1 Setaria italica strain Yugu1 chromosome VI, whole genome shotgun sequence"
"Setaria_italica_Bennetzen2012"	"GCA_000263155.2"	"CM003534.1"	7	"35964315"	"CM003534.1 Setaria italica strain Yugu1 chromosome VII, whole genome shotgun sequence"
"Setaria_italica_Bennetzen2012"	"GCA_000263155.2"	"CM003535.1"	8	"40689132"	"CM003535.1 Setaria italica strain Yugu1 chromosome VIII, whole genome shotgun sequence"
"Setaria_italica_Bennetzen2012"	"GCA_000263155.2"	"CM003536.1"	9	"58970307"	"CM003536.1 Setaria italica strain Yugu1 chromosome IX, whole genome shotgun sequence"
"Capsella_rubella_Slotte2013"	"GCA_000375325.1"	"KB870805.1"	1	"19566579"	"KB870805.1 Capsella rubella cultivar Monte Gargano unplaced genomic scaffold scaffold_1, whole genome shotgun sequence"
"Capsella_rubella_Slotte2013"	"GCA_000375325.1"	"KB870806.1"	2	"14066726"	"KB870806.1 Capsella rubella cultivar Monte Gargano unplaced genomic scaffold scaffold_2, whole genome shotgun sequence"
"Capsella_rubella_Slotte2013"	"GCA_000375325.1"	"KB870807.1"	3	"15040190"	"KB870807.1 Capsella rubella cultivar Monte Gargano unplaced genomic scaffold scaffold_3, whole genome shotgun sequence"
"Capsella_rubella_Slotte2013"	"GCA_000375325.1"	"KB870808.1"	4	"14994381"	"KB870808.1 Capsella rubella cultivar Monte Gargano unplaced genomic scaffold scaffold_4, whole genome shotgun sequence"
"Capsella_rubella_Slotte2013"	"GCA_000375325.1"	"KB870809.1"	5	"13709650"	"KB870809.1 Capsella rubella cultivar Monte Gargano unplaced genomic scaffold scaffold_5, whole genome shotgun sequence"
"Capsella_rubella_Slotte2013"	"GCA_000375325.1"	"KB870810.1"	6	"16577294"	"KB870810.1 Capsella rubella cultivar Monte Gargano unplaced genomic scaffold scaffold_6, whole genome shotgun sequence"
"Capsella_rubella_Slotte2013"	"GCA_000375325.1"	"KB870811.1"	7	"17303919"	"KB870811.1 Capsella rubella cultivar Monte Gargano unplaced genomic scaffold scaffold_7, whole genome shotgun sequence"
"Capsella_rubella_Slotte2013"	"GCA_000375325.1"	"KB870812.1"	8	"13324298"	"KB870812.1 Capsella rubella cultivar Monte Gargano unplaced genomic scaffold scaffold_8, whole genome shotgun sequence"
"Citrus_sinensis_Huang2018"	"GCA_000317415.1"	"CM001701.1"	1	"28801852"	"CM001701.1 Citrus sinensis chromosome 1, whole genome shotgun sequence"
"Citrus_sinensis_Huang2018"	"GCA_000317415.1"	"CM001702.1"	2	"30838379"	"CM001702.1 Citrus sinensis chromosome 2, whole genome shotgun sequence"
"Citrus_sinensis_Huang2018"	"GCA_000317415.1"	"CM001703.1"	3	"28715784"	"CM001703.1 Citrus sinensis chromosome 3, whole genome shotgun sequence"
"Citrus_sinensis_Huang2018"	"GCA_000317415.1"	"CM001704.1"	4	"19951838"	"CM001704.1 Citrus sinensis chromosome 4, whole genome shotgun sequence"
"Citrus_sinensis_Huang2018"	"GCA_000317415.1"	"CM001705.1"	5	"36147563"	"CM001705.1 Citrus sinensis chromosome 5, whole genome shotgun sequence"
"Citrus_sinensis_Huang2018"	"GCA_000317415.1"	"CM001706.1"	6	"21175815"	"CM001706.1 Citrus sinensis chromosome 6, whole genome shotgun sequence"
"Citrus_sinensis_Huang2018"	"GCA_000317415.1"	"CM001707.1"	7	"32205869"	"CM001707.1 Citrus sinensis chromosome 7, whole genome shotgun sequence"
"Citrus_sinensis_Huang2018"	"GCA_000317415.1"	"CM001708.1"	8	"22711823"	"CM001708.1 Citrus sinensis chromosome 8, whole genome shotgun sequence"
"Citrus_sinensis_Huang2018"	"GCA_000317415.1"	"CM001709.1"	9	"18450785"	"CM001709.1 Citrus sinensis chromosome 9, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025685.1"	1	"23241285"	"NC_025685.1 Camelina sativa cultivar DH55 chromosome 1, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025686.1"	2	"29139806"	"NC_025686.1 Camelina sativa cultivar DH55 chromosome 2, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025687.1"	3	"28500605"	"NC_025687.1 Camelina sativa cultivar DH55 chromosome 3, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025688.1"	4	"30110606"	"NC_025688.1 Camelina sativa cultivar DH55 chromosome 4, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025689.1"	5	"34971402"	"NC_025689.1 Camelina sativa cultivar DH55 chromosome 5, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025690.1"	6	"26391736"	"NC_025690.1 Camelina sativa cultivar DH55 chromosome 6, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025691.1"	7	"33617777"	"NC_025691.1 Camelina sativa cultivar DH55 chromosome 7, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025692.1"	8	"27720346"	"NC_025692.1 Camelina sativa cultivar DH55 chromosome 8, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025693.1"	9	"38094978"	"NC_025693.1 Camelina sativa cultivar DH55 chromosome 9, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025694.1"	10	"25316904"	"NC_025694.1 Camelina sativa cultivar DH55 chromosome 10, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025695.1"	11	"49703607"	"NC_025695.1 Camelina sativa cultivar DH55 chromosome 11, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025696.1"	12	"33044737"	"NC_025696.1 Camelina sativa cultivar DH55 chromosome 12, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025697.1"	13	"24101694"	"NC_025697.1 Camelina sativa cultivar DH55 chromosome 13, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025698.1"	14	"31758599"	"NC_025698.1 Camelina sativa cultivar DH55 chromosome 14, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025699.1"	15	"30521352"	"NC_025699.1 Camelina sativa cultivar DH55 chromosome 15, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025700.1"	16	"29110212"	"NC_025700.1 Camelina sativa cultivar DH55 chromosome 16, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025701.1"	17	"35492130"	"NC_025701.1 Camelina sativa cultivar DH55 chromosome 17, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025702.1"	18	"20869551"	"NC_025702.1 Camelina sativa cultivar DH55 chromosome 18, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025703.1"	19	"26736940"	"NC_025703.1 Camelina sativa cultivar DH55 chromosome 19, Cs, whole genome shotgun sequence"
"Camelina_sativa_King2019"	"GCF_000633955.1"	"NC_025704.1"	20	"30099736"	"NC_025704.1 Camelina sativa cultivar DH55 chromosome 20, Cs, whole genome shotgun sequence"
"Aegilops_speltoides_Zhang2020"	"GCA_000347335.2"	"CM008423.1"	"1S"	"492061028"	"CM008423.1 Aegilops tauschii cultivar AL8/78 chromosome 1, whole genome shotgun sequence"
"Aegilops_speltoides_Zhang2020"	"GCA_000347335.2"	"CM008424.1"	"2S"	"561232408"	"CM008424.1 Aegilops tauschii cultivar AL8/78 chromosome 2, whole genome shotgun sequence"
"Aegilops_speltoides_Zhang2020"	"GCA_000347335.2"	"CM008425.1"	"3S"	"517722045"	"CM008425.1 Aegilops tauschii cultivar AL8/78 chromosome 3, whole genome shotgun sequence"
"Aegilops_speltoides_Zhang2020"	"GCA_000347335.2"	"CM008426.1"	"4S"	"418868640"	"CM008426.1 Aegilops tauschii cultivar AL8/78 chromosome 4, whole genome shotgun sequence"
"Aegilops_speltoides_Zhang2020"	"GCA_000347335.2"	"CM008427.1"	"5S"	"456583797"	"CM008427.1 Aegilops tauschii cultivar AL8/78 chromosome 5, whole genome shotgun sequence"
"Aegilops_speltoides_Zhang2020"	"GCA_000347335.2"	"CM008428.1"	"6S"	"371271057"	"CM008428.1 Aegilops tauschii cultivar AL8/78 chromosome 6, whole genome shotgun sequence"
"Aegilops_speltoides_Zhang2020"	"GCA_000347335.2"	"CM008429.1"	"7S"	"473654065"	"CM008429.1 Aegilops tauschii cultivar AL8/78 chromosome 7, whole genome shotgun sequence"
"Eucalyptus_grandis_Bertholome2015"	"Egrandis_297_v2.0"	"Chr01"	1	"44965197"	"Chr01"
"Eucalyptus_grandis_Bertholome2015"	"Egrandis_297_v2.0"	"Chr02"	2	"59529170"	"Chr02"
"Eucalyptus_grandis_Bertholome2015"	"Egrandis_297_v2.0"	"Chr03"	3	"83952244"	"Chr03"
"Eucalyptus_grandis_Bertholome2015"	"Egrandis_297_v2.0"	"Chr04"	4	"41160059"	"Chr04"
"Eucalyptus_grandis_Bertholome2015"	"Egrandis_297_v2.0"	"Chr05"	5	"76243064"	"Chr05"
"Eucalyptus_grandis_Bertholome2015"	"Egrandis_297_v2.0"	"Chr06"	6	"57472304"	"Chr06"
"Eucalyptus_grandis_Bertholome2015"	"Egrandis_297_v2.0"	"Chr07"	7	"54830020"	"Chr07"
"Eucalyptus_grandis_Bertholome2015"	"Egrandis_297_v2.0"	"Chr08"	8	"72515979"	"Chr08"
"Eucalyptus_grandis_Bertholome2015"	"Egrandis_297_v2.0"	"Chr09"	9	"39307835"	"Chr09"
"Eucalyptus_grandis_Bertholome2015"	"Egrandis_297_v2.0"	"Chr10"	10	"37777128"	"Chr10"
"Eucalyptus_grandis_Bertholome2015"	"Egrandis_297_v2.0"	"Chr11"	11	"44836791"	"Chr11"
"Juglans_regia_Luo2015"	"NA"	"NA"	"1"	"NA"	"NA"
"Juglans_regia_Luo2015"	"NA"	"NA"	"2"	"NA"	"NA"
"Juglans_regia_Luo2015"	"NA"	"NA"	"3"	"NA"	"NA"
"Juglans_regia_Luo2015"	"NA"	"NA"	"14"	"NA"	"NA"
"Juglans_regia_Luo2015"	"NA"	"NA"	"4"	"NA"	"NA"
"Juglans_regia_Luo2015"	"NA"	"NA"	"5"	"NA"	"NA"
"Juglans_regia_Luo2015"	"NA"	"NA"	"6"	"NA"	"NA"
"Juglans_regia_Luo2015"	"NA"	"NA"	"7"	"NA"	"NA"
"Juglans_regia_Luo2015"	"NA"	"NA"	"9"	"NA"	"NA"
"Juglans_regia_Luo2015"	"NA"	"NA"	"8"	"NA"	"NA"
"Juglans_regia_Luo2015"	"NA"	"NA"	"13"	"NA"	"NA"
"Juglans_regia_Luo2015"	"NA"	"NA"	"11"	"NA"	"NA"
"Juglans_regia_Luo2015"	"NA"	"NA"	"10"	"NA"	"NA"
"Juglans_regia_Luo2015"	"NA"	"NA"	"12"	"NA"	"NA"
"Juglans_regia_Luo2015"	"NA"	"NA"	"16"	"NA"	"NA"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr01"	1	"13080099"	"Cma_Chr01"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr02"	2	"10104603"	"Cma_Chr02"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr03"	3	"9421836"	"Cma_Chr03"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr04"	4	"19831761"	"Cma_Chr04"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr05"	5	"10608204"	"Cma_Chr05"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr06"	6	"10744562"	"Cma_Chr06"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr07"	7	"7924178"	"Cma_Chr07"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr08"	8	"7919412"	"Cma_Chr08"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr09"	9	"9169399"	"Cma_Chr09"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr10"	10	"8843974"	"Cma_Chr10"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr11"	11	"12968953"	"Cma_Chr11"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr12"	12	"10174675"	"Cma_Chr12"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr13"	13	"8504809"	"Cma_Chr13"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr14"	14	"14869326"	"Cma_Chr14"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr15"	15	"9172111"	"Cma_Chr15"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr16"	16	"9816306"	"Cma_Chr16"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr17"	17	"9500423"	"Cma_Chr17"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr18"	18	"10257106"	"Cma_Chr18"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr19"	19	"9304250"	"Cma_Chr19"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr20"	20	"9281643"	"Cma_Chr20"
"Cucurbita_maxima_Wang2020"	"Cmaxima_v1.1"	"Cma_Chr00"	"NA"	"68193771"	"Cma_Chr00"
"Camellia_sinensis_Xu2018"	"GCA_013676235.1"	"CM025496.1"	1	"336970639"	"CM025496.1 Camellia sinensis isolate G240 chromosome 1, whole genome shotgun sequence"
"Camellia_sinensis_Xu2018"	"GCA_013676235.1"	"CM025497.1"	2	"282206975"	"CM025497.1 Camellia sinensis isolate G240 chromosome 2, whole genome shotgun sequence"
"Camellia_sinensis_Xu2018"	"GCA_013676235.1"	"CM025498.1"	3	"273125058"	"CM025498.1 Camellia sinensis isolate G240 chromosome 3, whole genome shotgun sequence"
"Camellia_sinensis_Xu2018"	"GCA_013676235.1"	"CM025499.1"	4	"223259084"	"CM025499.1 Camellia sinensis isolate G240 chromosome 4, whole genome shotgun sequence"
"Camellia_sinensis_Xu2018"	"GCA_013676235.1"	"CM025500.1"	5	"217526295"	"CM025500.1 Camellia sinensis isolate G240 chromosome 5, whole genome shotgun sequence"
"Camellia_sinensis_Xu2018"	"GCA_013676235.1"	"CM025501.1"	6	"217089130"	"CM025501.1 Camellia sinensis isolate G240 chromosome 6, whole genome shotgun sequence"
"Camellia_sinensis_Xu2018"	"GCA_013676235.1"	"CM025502.1"	7	"204241410"	"CM025502.1 Camellia sinensis isolate G240 chromosome 7, whole genome shotgun sequence"
"Camellia_sinensis_Xu2018"	"GCA_013676235.1"	"CM025503.1"	8	"194009426"	"CM025503.1 Camellia sinensis isolate G240 chromosome 8, whole genome shotgun sequence"
"Camellia_sinensis_Xu2018"	"GCA_013676235.1"	"CM025504.1"	9	"183475547"	"CM025504.1 Camellia sinensis isolate G240 chromosome 9, whole genome shotgun sequence"
"Camellia_sinensis_Xu2018"	"GCA_013676235.1"	"CM025505.1"	10	"178599237"	"CM025505.1 Camellia sinensis isolate G240 chromosome 10, whole genome shotgun sequence"
"Camellia_sinensis_Xu2018"	"GCA_013676235.1"	"CM025506.1"	11	"177358539"	"CM025506.1 Camellia sinensis isolate G240 chromosome 11, whole genome shotgun sequence"
"Camellia_sinensis_Xu2018"	"GCA_013676235.1"	"CM025507.1"	12	"171561277"	"CM025507.1 Camellia sinensis isolate G240 chromosome 12, whole genome shotgun sequence"
"Camellia_sinensis_Xu2018"	"GCA_013676235.1"	"CM025508.1"	13	"168827594"	"CM025508.1 Camellia sinensis isolate G240 chromosome 13, whole genome shotgun sequence"
"Camellia_sinensis_Xu2018"	"GCA_013676235.1"	"CM025509.1"	14	"148296049"	"CM025509.1 Camellia sinensis isolate G240 chromosome 14, whole genome shotgun sequence"
"Camellia_sinensis_Xu2018"	"GCA_013676235.1"	"CM025510.1"	15	"122967349"	"CM025510.1 Camellia sinensis isolate G240 chromosome 15, whole genome shotgun sequence"
