mkr	Chr	cM
Marker1965210	1	230.555
Marker1912242	1	230.555
Marker1742070	1	230.555
Marker1795772	1	230.555
Marker1899776	1	230.555
Marker1747503	1	230.555
Marker1769139	1	230.555
Marker1786693	1	230.555
Marker1792065	1	230.555
Marker1800365	1	230.555
Marker1865689	1	230.555
Marker1798101	1	230.555
Marker1730222	1	230.555
Marker1804784	1	230.555
Marker1806771	1	230.685
Marker1961008	1	230.685
Marker1807729	1	230.555
Marker1805386	1	230.814
Marker1823235	1	230.944
Marker1755181	1	230.944
Marker1968490	1	230.555
Marker1951297	1	230.944
Marker1800464	1	230.555
Marker1917723	1	230.555
Marker1862428	1	230.944
Marker1857296	1	230.944
Marker1842292	1	231.073
Marker1878227	1	231.073
Marker1932600	1	231.203
Marker1822616	1	231.203
Marker1912782	1	231.203
Marker1749308	1	230.944
Marker1968790	1	231.203
Marker1961125	1	231.203
Marker1896916	1	231.203
Marker1934111	1	231.332
Marker1876600	1	231.203
Marker1965776	1	231.332
Marker1746117	1	231.332
Marker1746963	1	231.332
Marker1769254	1	231.738
Marker1727041	1	231.738
Marker1940465	1	232.143
Marker1798169	1	231.332
Marker1911262	1	231.714
Marker1851923	1	231.714
Marker1922538	1	231.714
Marker1746943	1	232.096
Marker1750762	1	232.478
Marker1798718	1	232.668
Marker1826764	1	233.05
Marker1874041	1	233.432
Marker1899737	1	233.814
Marker1940228	1	234.388
Marker1885233	1	234.77
Marker1957858	1	232.955
Marker1951138	1	235.58
Marker1843325	1	233.36
Marker1769565	1	233.36
Marker1821696	1	233.36
Marker1918474	1	233.765
Marker1891644	1	234.17
Marker1801403	1	239.137
Marker1315917	2	0
Marker1237023	2	3.167
Marker1165102	2	5.807
Marker1133805	2	7.575
Marker1450986	2	8.182
Marker1244615	2	8.761
Marker1167853	2	9.251
Marker1238679	2	2.29
Marker1412204	2	9.577
Marker1196952	2	10.233
Marker1258416	2	10.233
Marker1302736	2	10.233
Marker1387078	2	10.233
Marker1223967	2	10.233
Marker1273586	2	10.723
Marker1157155	2	11.213
Marker1276697	2	11.213
Marker1182745	2	12.813
Marker1410601	2	12.813
Marker1225538	2	13.11
Marker1129754	2	13.258
Marker1228568	2	13.555
Marker1081776	2	13.852
Marker1247999	2	13.852
Marker1378559	2	13.852
Marker1074435	2	13.852
Marker1326209	2	13.852
Marker1363788	2	13.852
Marker1450669	2	13.852
Marker1157011	2	13.852
Marker1277466	2	13.981
Marker1084867	2	13.981
Marker1408251	2	13.981
Marker1152273	2	13.981
Marker1425280	2	13.981
Marker1426984	2	13.981
Marker1159591	2	14.111
Marker1265192	2	14.24
Marker1112527	2	14.37
Marker1194019	2	14.37
Marker1240107	2	14.37
Marker1116517	2	14.37
Marker1276624	2	14.37
Marker1160396	2	14.37
Marker1320456	2	14.37
Marker1090690	2	14.564
Marker1291956	2	14.37
Marker1142577	2	14.758
Marker1391941	2	14.953
Marker1416926	2	15.342
Marker1236133	2	15.147
Marker1215168	2	15.536
Marker1281527	2	15.536
Marker1160363	2	15.536
Marker1326085	2	15.689
Marker1100880	2	16.379
Marker1411402	2	15.689
Marker1262720	2	15.842
Marker1355064	2	16.379
Marker1203000	2	16.149
Marker1255236	2	16.302
Marker1208762	2	16.609
Marker1074106	2	16.609
Marker1377068	2	16.762
Marker1085977	2	16.762
Marker1365865	2	17.069
Marker1174579	2	17.222
Marker1371061	2	17.222
Marker1405376	2	17.566
Marker1140835	2	17.753
Marker1088614	2	17.753
Marker1388576	2	18.284
Marker1396108	2	18.284
Marker1177377	2	18.284
Marker1167952	2	18.284
Marker1161045	2	19.349
Marker1318034	2	17.566
Marker1294375	2	19.879
Marker1272694	2	20.41
Marker1332893	2	17.909
Marker1425828	2	18.081
Marker1393866	2	18.598
Marker1314691	2	18.941
Marker1304718	2	18.941
Marker1305254	2	19.112
Marker1425233	2	19.629
Marker1390274	2	22.011
Marker1392761	2	20.32
Marker1138629	2	20.663
Marker1211145	2	21.18
Marker1106944	2	21.352
Marker1305594	2	22.042
Marker1253697	2	23.076
Marker1176886	2	22.559
Marker1330609	2	23.076
Marker1282907	2	23.466
Marker1064285	2	23.726
Marker1122632	2	23.92
Marker1221072	2	24.115
Marker1400848	2	24.115
Marker1249332	2	24.504
Marker1436847	2	24.504
Marker1380382	2	24.85
Marker1189182	2	25.339
Marker1441699	2	25.339
Marker1339804	2	25.339
Marker1192511	2	25.339
Marker1118363	2	25.546
Marker1435376	2	25.753
Marker1167586	2	25.96
Marker1251942	2	25.96
Marker1204580	2	25.196
Marker1125546	2	25.542
Marker1204509	2	25.542
Marker1130771	2	26.375
Marker1343051	2	26.375
Marker1260308	2	26.582
Marker1313792	2	26.582
Marker1117332	2	25.888
Marker1092416	2	26.582
Marker1111932	2	26.582
Marker1084661	2	26.582
Marker1360127	2	26.711
Marker1440305	2	28.27
Marker1425409	2	26.867
Marker1087948	2	27.022
Marker1110105	2	27.022
Marker1224167	2	27.178
Marker1212727	2	27.489
Marker1229562	2	27.801
Marker1416456	2	28.428
Marker1344958	2	28.896
Marker1346541	2	29.13
Marker1092458	2	29.048
Marker1135013	2	29.363
Marker1139309	2	29.519
Marker1364969	2	29.674
Marker1074138	2	30.143
Marker1253066	2	30.143
Marker1305075	2	30.298
Marker1319905	2	30.61
Marker1135237	2	30.922
Marker1278556	2	31.077
Marker1375836	2	31.389
Marker1215124	2	31.544
Marker1219995	2	31.544
Marker1363583	2	32.013
Marker1212879	2	29.825
Marker1122883	2	30.603
Marker1183623	2	31.38
Marker1382148	2	32.013
Marker1278919	2	31.38
Marker1300494	2	32.168
Marker1330843	2	32.48
Marker1172342	2	32.48
Marker1264033	2	32.636
Marker1355399	2	32.791
Marker1232523	2	31.38
Marker1137873	2	33.724
Marker1206168	2	32.946
Marker1369112	2	33.102
Marker1300985	2	33.257
Marker1448577	2	33.569
Marker1412507	2	33.724
Marker1239597	2	34.131
Marker1146298	2	34.265
Marker1162706	2	33.724
Marker1092612	2	34.4
Marker1227854	2	34.535
Marker1152861	2	34.669
Marker1170085	2	35.076
Marker1205029	2	35.21
Marker1385934	2	35.345
Marker1329273	2	35.345
Marker1405306	2	35.48
Marker1374530	2	35.615
Marker1404528	2	35.749
Marker1162484	2	35.884
Marker1417159	2	35.884
Marker1213025	2	35.884
Marker1282298	2	36.154
Marker1123265	2	36.289
Marker1363519	2	36.423
Marker1440836	2	36.558
Marker1423266	2	36.693
Marker1166643	2	37.099
Marker1230572	2	37.099
Marker1445034	2	37.445
Marker1446557	2	37.791
Marker1078040	2	37.963
Marker1107035	2	38.659
Marker1222017	2	37.099
Marker1298998	2	37.619
Marker1200517	2	37.619
Marker1356442	2	38.139
Marker1063362	2	38.659
Marker1296673	2	38.947
Marker1231250	2	39.527
Marker1269655	2	39.96
Marker1186485	2	39.96
Marker1411520	2	39.96
Marker1236870	2	39.96
Marker1308154	2	39.527
Marker1346057	2	39.816
Marker1308873	2	39.96
Marker1068908	2	39.96
Marker1240400	2	39.96
Marker1065641	2	39.96
Marker1423911	2	39.96
Marker1126240	2	40.089
Marker1078646	2	40.349
Marker1061738	2	40.478
Marker1138175	2	40.608
Marker1197418	2	40.608
Marker1065746	2	40.738
Marker1167958	2	40.997
Marker1402495	2	41.517
Marker1236361	2	41.517
Marker1296606	2	41.777
Marker1439068	2	42.168
Marker1069032	2	42.558
Marker1225010	2	41.777
Marker1417927	2	41.777
Marker1365853	2	41.777
Marker1445513	2	41.777
Marker1290958	2	41.777
Marker1360402	2	41.777
Marker1401446	2	42.949
Marker1407293	2	42.949
Marker1084960	2	43.105
Marker1161090	2	42.949
Marker1294459	2	43.26
Marker1214597	2	42.949
Marker1190395	2	43.572
Marker1431757	2	42.949
Marker1309756	2	43.572
Marker1379428	2	43.884
Marker1341649	2	42.949
Marker1379637	2	44.195
Marker1287873	2	44.351
Marker1329178	2	44.506
Marker1447319	2	44.506
Marker1128959	2	45.413
Marker1378114	2	44.506
Marker1354549	2	44.657
Marker1301156	2	44.657
Marker1353145	2	44.808
Marker1323082	2	44.808
Marker1429670	2	45.413
Marker1415556	2	44.96
Marker1382369	2	44.96
Marker1374876	2	45.413
Marker1284555	2	45.111
Marker1435388	2	45.413
Marker1371096	2	45.262
Marker1393596	2	45.413
Marker1370516	2	45.413
Marker1107386	2	45.725
Marker1437468	2	46.037
Marker1421026	2	46.192
Marker1337368	2	46.661
Marker1189890	2	46.661
Marker1197159	2	47.288
Marker1094589	2	54.996
Marker1436260	2	48.717
Marker1251192	2	50.639
Marker1140659	2	52.068
Marker1308426	2	52.224
Marker1378389	2	52.379
Marker1292159	2	52.535
Marker1315458	2	52.69
Marker1211878	2	52.846
Marker1385775	2	53.001
Marker1330436	2	53.157
Marker1446378	2	53.312
Marker1435696	2	53.624
Marker1342947	2	53.78
Marker1153573	2	53.935
Marker1212429	2	53.935
Marker1065276	2	53.935
Marker1227071	2	53.935
Marker1376778	2	53.935
Marker1281171	2	53.935
Marker1216378	2	53.935
Marker1183811	2	53.935
Marker1373323	2	54.091
Marker1141999	2	54.56
Marker1224323	2	55.029
Marker1350778	2	55.184
Marker1305993	2	55.184
Marker1444911	2	55.184
Marker1097494	2	55.184
Marker1418951	2	55.184
Marker1414445	2	55.184
Marker1250887	2	55.184
Marker1324886	2	55.184
Marker1412802	2	55.184
Marker1390400	2	55.811
Marker1439782	2	56.123
Marker1204282	2	56.592
Marker1215598	2	56.747
Marker1330673	2	56.747
Marker1129619	2	56.903
Marker1372374	2	57.215
Marker1442967	2	57.37
Marker1259421	2	57.682
Marker1412908	2	57.994
Marker1175083	2	58.306
Marker1383471	2	58.617
Marker1176435	2	58.773
Marker1135953	2	59.4
Marker1280345	2	59.712
Marker1077691	2	59.712
Marker1312996	2	59.841
Marker1095768	2	59.841
Marker1286484	2	59.841
Marker1287510	2	59.841
Marker1191841	2	60.026
Marker1237324	2	59.841
Marker1087319	2	60.273
Marker1366984	2	60.211
Marker1226587	2	61.138
Marker1320248	2	61.138
Marker1336538	2	61.138
Marker1159531	2	61.138
Marker1417629	2	60.582
Marker1082317	2	60.582
Marker1197191	2	60.953
Marker1210471	2	61.138
Marker1231937	2	61.398
Marker1332936	2	61.398
Marker1234164	2	61.398
Marker1232207	2	61.398
Marker1296867	2	61.398
Marker1298235	2	61.398
Marker1362805	2	61.527
Marker1276136	2	61.527
Marker1343743	2	61.668
Marker1091195	2	62.094
Marker1146671	2	61.527
Marker1081956	2	61.527
Marker1149432	2	61.527
Marker1439685	2	63.09
Marker1121488	2	63.09
Marker1104632	2	62.425
Marker1130316	2	63.09
Marker1345978	2	63.09
Marker1254807	2	63.09
Marker1276989	2	63.22
Marker1357821	2	63.393
Marker1419580	2	63.565
Marker1434893	2	63.738
Marker1270001	2	63.738
Marker1236327	2	63.868
Marker1202845	2	63.868
Marker1245268	2	63.868
Marker1314680	2	63.868
Marker1356342	2	63.868
Marker1334586	2	64.258
Marker1256965	2	64.518
Marker1175553	2	64.648
Marker1362458	2	65.435
Marker1130168	2	66.087
Marker1367087	2	69.068
Marker1087019	2	67.497
Marker1138601	2	67.497
Marker1432831	2	68.198
Marker1360116	2	69.898
Marker1107633	2	69.609
Marker1370178	2	70.31
Marker1314628	2	70.31
Marker1370431	2	70.31
Marker1404236	2	70.31
Marker1417185	2	70.896
Marker1085136	2	71.09
Marker1204680	2	71.09
Marker1195156	2	70.699
Marker1081710	2	71.089
Marker1416985	2	71.478
Marker1126917	2	71.478
Marker1411454	2	71.284
Marker1349123	2	71.673
Marker1071927	2	71.867
Marker1095580	2	71.867
Marker1233122	2	71.478
Marker1303454	2	71.867
Marker1313739	2	71.478
Marker1181355	2	71.478
Marker1179490	2	71.867
Marker1245789	2	71.867
Marker1108279	2	71.867
Marker1270252	2	71.867
Marker1254955	2	71.867
Marker1211029	2	71.867
Marker1440604	2	71.867
Marker1185219	2	71.867
Marker1264553	2	71.867
Marker1447433	2	72.17
Marker1294659	2	71.867
Marker1263882	2	72.17
Marker1157460	2	72.321
Marker1399142	2	72.472
Marker1107268	2	72.472
Marker1351621	2	72.624
Marker1408311	2	72.775
Marker1298978	2	71.867
Marker1253466	2	72.775
Marker1381637	2	72.775
Marker1106960	2	72.775
Marker1130096	2	72.775
Marker1376171	2	72.775
Marker1248536	2	73.034
Marker1175695	2	73.164
Marker1198406	2	73.164
Marker1332314	2	73.164
Marker1162496	2	73.164
Marker1386881	2	73.164
Marker1352838	2	73.164
Marker1103974	2	73.632
Marker1084368	2	73.788
Marker1147530	2	73.943
Marker1208919	2	74.855
Marker1211052	2	74.552
Marker1071367	2	74.855
Marker1200996	2	74.855
Marker1294094	2	75.049
Marker1142345	2	75.243
Marker1338272	2	75.416
Marker1311872	2	75.762
Marker1147582	2	75.762
Marker1079468	2	75.762
Marker1353605	2	75.762
Marker1079245	2	75.762
Marker1165912	2	75.935
Marker1131138	2	76.108
Marker1194319	2	75.762
Marker1160325	2	76.28
Marker1314163	2	76.28
Marker1268949	2	76.41
Marker1335816	2	76.41
Marker1330394	2	76.41
Marker1416246	2	76.799
Marker1236913	2	77.092
Marker1438537	2	77.239
Marker1085477	2	76.799
Marker1234976	2	77.68
Marker1374416	2	77.827
Marker1115272	2	78.12
Marker1273867	2	78.12
Marker1193974	2	78.413
Marker1179720	2	78.707
Marker1111550	2	79
Marker1323784	2	79.147
Marker1069666	2	79.293
Marker1062270	2	79.293
Marker1200491	2	79.293
Marker1360836	2	79.293
Marker1282455	2	79.293
Marker1428431	2	79.439
Marker1344089	2	79.439
Marker1061093	2	79.439
Marker1254139	2	79.439
Marker1135823	2	79.439
Marker1261058	2	79.586
Marker1076118	2	79.586
Marker1090743	2	79.586
Marker1199565	2	79.732
Marker1182712	2	79.732
Marker1193937	2	79.732
Marker1142735	2	79.732
Marker1166478	2	79.732
Marker1313453	2	79.732
Marker1387144	2	79.732
Marker1104001	2	79.732
Marker1114400	2	79.878
Marker1434907	2	80.025
Marker1088249	2	80.025
Marker1277407	2	80.025
Marker1449809	2	80.025
Marker1387269	2	80.025
Marker1296493	2	80.318
Marker1417476	2	80.612
Marker1386208	2	80.612
Marker1071777	2	80.758
Marker1091546	2	81.052
Marker1293832	2	81.198
Marker1212217	2	81.344
Marker1161882	2	81.344
Marker1155648	2	81.344
Marker1106603	2	81.996
Marker1068263	2	81.996
Marker1097191	2	82.125
Marker1225669	2	82.255
Marker1428818	2	82.255
Marker1168275	2	82.255
Marker1180336	2	82.255
Marker1445442	2	82.549
Marker1415722	2	83.291
Marker1365510	2	83.733
Marker1166745	2	84.028
Marker1430168	2	84.174
Marker1276687	2	84.321
Marker1177903	2	84.468
Marker1096957	2	84.857
Marker1403865	2	84.468
Marker1318306	2	84.857
Marker1217216	2	84.857
Marker1082451	2	84.857
Marker1236573	2	84.857
Marker1358178	2	84.857
Marker1400205	2	85.019
Marker1354260	2	85.019
Marker1110509	2	85.181
Marker1350758	2	85.505
Marker1101832	2	85.343
Marker1356811	2	85.505
Marker1134686	2	85.829
Marker1306658	2	85.991
Marker1217766	2	85.991
Marker1321562	2	85.991
Marker1425012	2	85.991
Marker1206799	2	86.153
Marker1156106	2	85.991
Marker1246555	2	86.153
Marker1161337	2	86.413
Marker1159213	2	86.413
Marker1103178	2	86.672
Marker1215049	2	86.672
Marker1220640	2	86.672
Marker1212628	2	86.672
Marker1148937	2	86.672
Marker1175850	2	86.932
Marker1118753	2	86.672
Marker1302978	2	87.192
Marker1114814	2	87.629
Marker1065816	2	87.629
Marker1288740	2	87.629
Marker1092186	2	87.629
Marker1136225	2	87.629
Marker1156438	2	87.629
Marker1107590	2	87.92
Marker1338319	2	88.065
Marker1068195	2	88.21
Marker1272521	2	88.355
Marker1271779	2	88.646
Marker1395996	2	89.231
Marker1238995	2	89.376
Marker1291664	2	89.667
Marker1207949	2	90.105
Marker1333051	2	90.396
Marker1100069	2	90.687
Marker1175959	2	90.832
Marker1327315	2	90.832
Marker1108686	2	90.962
Marker1153571	2	90.962
Marker1403966	2	91.091
Marker1190580	2	90.962
Marker1149161	2	91.091
Marker1303596	2	91.091
Marker1213241	2	91.221
Marker1434778	2	91.221
Marker1209857	2	91.221
Marker1285303	2	91.35
Marker1384635	2	91.35
Marker1123335	2	91.35
Marker1142048	2	91.091
Marker1316100	2	91.091
Marker1238431	2	91.35
Marker1336473	2	91.35
Marker1296531	2	91.35
Marker1168863	2	91.35
Marker1290642	2	91.35
Marker1371891	2	91.35
Marker1100778	2	91.35
Marker1273918	2	91.35
Marker1399802	2	91.35
Marker1293539	2	91.35
Marker1388926	2	91.35
Marker1331165	2	91.35
Marker1431636	2	91.48
Marker1381541	2	91.48
Marker1156598	2	91.739
Marker1303880	2	91.48
Marker1330520	2	91.869
Marker1268293	2	92.129
Marker1118076	2	92.129
Marker1401546	2	92.388
Marker1324488	2	92.518
Marker1290670	2	92.648
Marker1302258	2	92.129
Marker1226171	2	92.129
Marker1418271	2	92.648
Marker1273171	2	92.129
Marker1243537	2	92.129
Marker1227638	2	92.129
Marker1335433	2	92.777
Marker1210899	2	92.907
Marker1131261	2	93.036
Marker1296599	2	92.129
Marker1275442	2	92.129
Marker1425465	2	92.129
Marker1375365	2	92.129
Marker1248193	2	93.691
Marker1171293	2	92.129
Marker1224269	2	94.081
Marker1428016	2	94.211
Marker1204758	2	94.471
Marker1204497	2	94.993
Marker1431467	2	95.122
Marker1114985	2	92.129
Marker1437303	2	92.129
Marker1253585	2	92.129
Marker1177573	2	95.122
Marker1232316	2	95.122
Marker1258453	2	92.129
Marker1296866	2	95.382
Marker1294596	2	92.129
Marker1155886	2	95.642
Marker1343518	2	92.129
Marker1285064	2	95.902
Marker1193205	2	96.161
Marker1236695	2	92.129
Marker1150036	2	96.421
Marker1421924	2	96.551
Marker1327327	2	96.551
Marker1117996	2	96.551
Marker1253771	2	96.551
Marker1310510	2	96.551
Marker1065825	2	96.81
Marker1125120	2	96.81
Marker1303895	2	96.81
Marker1185574	2	97.46
Marker1395180	2	97.59
Marker1185114	2	97.46
Marker1132608	2	97.59
Marker1448364	2	97.719
Marker1254171	2	97.719
Marker1153760	2	97.46
Marker1176517	2	97.719
Marker1375225	2	97.719
Marker1177523	2	97.719
Marker1312699	2	97.719
Marker1276852	2	97.719
Marker1297510	2	97.719
Marker1137760	2	97.719
Marker1224693	2	97.887
Marker1341269	2	97.887
Marker1127528	2	98.056
Marker1318422	2	98.056
Marker1084387	2	98.224
Marker1064146	2	98.393
Marker1136109	2	98.561
Marker1263793	2	97.719
Marker1365680	2	98.281
Marker1338647	2	98.899
Marker1278665	2	99.406
Marker1272944	2	99.406
Marker1248480	2	100.057
Marker1249373	2	100.057
Marker1174184	2	100.186
Marker1230552	2	100.381
Marker1106671	2	100.77
Marker1097888	2	100.965
Marker1307083	2	100.965
Marker1178643	2	101.225
Marker1356545	2	101.354
Marker1094850	2	101.484
Marker1253854	2	101.874
Marker1167087	2	102.004
Marker1275569	2	102.162
Marker1398705	2	102.004
Marker1317089	2	104.119
Marker1227172	2	102.004
Marker1211461	2	102.004
Marker1344292	2	102.715
Marker1349006	2	106.076
Marker1099268	2	107.038
Marker1266936	2	106.27
Marker1227192	2	107.034
Marker1320059	2	107.034
Marker1168410	2	107.352
Marker1234315	2	107.669
Marker1255136	2	107.669
Marker1321906	2	107.669
Marker1360785	2	107.669
Marker1268381	2	107.828
Marker1242866	2	108.066
Marker1283606	2	108.303
Marker1236511	2	108.942
Marker1429740	2	109.363
Marker1112348	2	109.577
Marker1315780	2	109.736
Marker1303888	2	109.736
Marker1426104	2	109.736
Marker1251154	2	109.736
Marker1139951	2	107.038
Marker1230396	2	109.894
Marker1296666	2	109.894
Marker1177698	2	109.894
Marker1131388	2	109.183
Marker1298591	2	109.894
Marker1267651	2	109.894
Marker1316551	2	109.894
Marker1173025	2	109.894
Marker1319747	2	109.894
Marker1271138	2	109.894
Marker1131095	2	110.153
Marker1316929	2	110.802
Marker1254008	2	110.153
Marker1142772	2	110.586
Marker1296182	2	110.802
Marker1150028	2	111.192
Marker1316526	2	111.451
Marker1334789	2	111.451
Marker1298555	2	111.451
Marker1386238	2	111.451
Marker1202346	2	111.58
Marker1292591	2	111.58
Marker1304759	2	111.944
Marker1319136	2	112.034
Marker1304123	2	112.125
Marker1332029	2	112.306
Marker1152563	2	112.306
Marker1399225	2	112.488
Marker1382981	2	112.488
Marker1279465	2	112.488
Marker1218198	2	112.488
Marker1106340	2	112.488
Marker1217364	2	112.488
Marker1194784	2	112.488
Marker1260678	2	112.488
Marker1256127	2	112.488
Marker1367144	2	112.488
Marker1407925	2	112.488
Marker1323575	2	112.617
Marker1380690	2	112.747
Marker1134663	2	112.747
Marker1229257	2	112.747
Marker1245198	2	112.747
Marker1220524	2	112.747
Marker1348723	2	112.747
Marker1236304	2	112.876
Marker1147942	2	113.02
Marker1436404	2	113.02
Marker1351863	2	113.02
Marker1330149	2	113.02
Marker1069801	2	113.163
Marker1433726	2	113.163
Marker1215293	2	113.163
Marker1327032	2	113.163
Marker1363024	2	113.163
Marker1071079	2	113.163
Marker1194766	2	113.163
Marker1146554	2	113.163
Marker1075506	2	113.163
Marker1168136	2	113.163
Marker1362601	2	113.163
Marker1197199	2	113.163
Marker1087607	2	113.163
Marker1271318	2	113.163
Marker1133720	2	113.163
Marker1323788	2	113.163
Marker1339499	2	113.163
Marker1149439	2	113.163
Marker1314672	2	113.163
Marker1245711	2	113.163
Marker1277561	2	113.306
Marker1152835	2	113.45
Marker1395947	2	113.593
Marker1388679	2	113.88
Marker1291059	2	114.168
Marker1373612	2	114.311
Marker1420409	2	114.311
Marker1152147	2	114.311
Marker1332500	2	114.311
Marker1389378	2	114.454
Marker1298719	2	114.454
Marker1294727	2	114.598
Marker1234653	2	114.885
Marker1110777	2	115.028
Marker1261251	2	115.028
Marker1257107	2	115.461
Marker1343658	2	115.604
Marker1203222	2	115.604
Marker1139565	2	115.604
Marker1244975	2	115.604
Marker1366431	2	115.604
Marker1149863	2	115.604
Marker1331450	2	115.747
Marker1267022	2	115.747
Marker1075259	2	115.747
Marker1068216	2	115.747
Marker1125383	2	115.747
Marker1201704	2	115.747
Marker1320267	2	115.747
Marker1168135	2	115.747
Marker1248941	2	115.747
Marker1248945	2	115.747
Marker1182487	2	115.747
