Marker	Chr	cM				
S1_35245421	1	155.67				
S1_35252002	1	155.96				
S1_35322554	1	156.24				
S1_35323075	1	156.24				
S1_35382069	1	156.24				
S1_35382121	1	156.24				
S1_35408304	1	156.24				
S1_35414598	1	156.24				
S1_35458368	1	156.24				
S1_35473805	1	156.24				
S1_35480496	1	156.24				
S1_35494828	1	156.24				
S1_35496279	1	156.24				
S1_35498090	1	156.24				
S1_35504647	1	156.24				
S1_35517089	1	156.24				
S1_35553546	1	156.24				
S1_35558254	1	156.24				
S1_35722237	1	156.83				
S1_35777409	1	157.11				
S1_35781390	1	157.11				
S1_35782185	1	157.11				
S1_35827138	1	157.71				
S1_35827682	1	157.71				
S1_35834683	1	158.01				
S1_35864784	1	158.01				
S1_35881188	1	158.29				
S1_35890389	1	158.29				
S1_35891235	1	158.29				
S1_35901177	1	158.29				
S1_35924209	1	158.6				
S1_35953329	1	158.6				
S1_35958903	1	158.6				
S1_35964419	1	158.6				
S1_35966545	1	158.6				
S1_36004963	1	158.88				
S1_36015503	1	158.88				
S1_36027664	1	158.88				
S1_36057888	1	158.88				
S1_36085634	1	158.88				
S1_36103369	1	158.88				
S1_36132263	1	158.88				
S1_36158467	1	158.88				
S1_36189206	1	159.16				
S1_36212831	1	159.16				
S1_36216769	1	159.16				
S1_36216805	1	159.16				
S1_36230463	1	159.48				
S1_36249652	1	160.39				
S1_36249724	1	160.39				
S1_36249970	1	160.39				
S1_36250413	1	160.39				
S1_36252166	1	160.39				
S1_36267582	1	160.39				
S1_36268015	1	160.39				
S1_36270443	1	160.39				
S1_36270460	1	160.39				
S1_36274627	1	160.39				
S1_36343054	1	160.39				
S1_36388946	1	160.69				
S1_36461341	1	160.97				
S1_36466859	1	160.97				
S1_36492197	1	161.28				
S1_36496101	1	161.28				
S1_36528527	1	161.28				
S1_36528971	1	161.56				
S1_36536164	1	161.56				
S1_36536217	1	161.56				
S1_36654194	1	161.56				
S1_36696208	1	161.56				
S1_36698646	1	161.56				
S1_36758089	1	161.56				
S1_36790607	1	161.56				
S1_36791517	1	161.56				
S1_36831051	1	161.87				
S1_36831096	1	162.16				
S1_36866348	1	162.16				
S1_36933678	1	162.16				
S1_36944384	1	162.16				
S1_36947873	1	162.16				
S1_37021730	1	162.44				
S1_37068935	1	163.02				
S1_37089296	1	163.02				
S1_37173300	1	163.63				
S1_37252112	1	163.63				
S1_37273148	1	163.63				
S1_37273187	1	163.63				
S1_37309987	1	163.63				
S1_37310074	1	163.63				
S1_37330009	1	163.63				
S1_37376121	1	163.63				
S1_37376312	1	163.63				
S1_37789313	1	164.56				
S1_37789391	1	164.87				
S1_37792531	1	164.87				
S1_37802120	1	165.15				
S1_37815986	1	165.15				
S1_37824179	1	165.15				
S1_37830635	1	165.15				
S1_37836689	1	165.15				
S1_37958733	1	166				
S1_38035395	1	166.59				
S1_38181791	1	166.89				
S1_38286772	1	167.47				
S1_38611845	1	170.15				
S1_38613195	1	170.15				
S1_38613250	1	170.15				
S1_38636497	1	170.15				
S1_38768787	1	172.87				
S1_38794029	1	172.87				
S1_39047133	1	173.47				
S1_39164498	1	174.68				
S1_39183995	1	174.68				
S1_39187225	1	174.68				
S1_39329234	1	176.17				
S1_39345225	1	176.17				
S1_39353674	1	176.17				
S1_39369805	1	176.46				
S1_39395779	1	176.46				
S1_39401213	1	176.46				
S1_39401220	1	176.46				
S1_39416538	1	176.46				
S1_39434676	1	176.75				
S1_39457516	1	177.31				
S1_39458293	1	178.18				
S1_39460361	1	178.76				
S1_39460436	1	178.76				
S1_39476805	1	178.76				
S1_39493287	1	178.76				
S1_39523815	1	178.76				
S1_39535297	1	178.76				
S1_39569609	1	179.05				
S1_39569622	1	179.05				
S1_39578656	1	179.34				
S1_39582517	1	179.65				
S1_39582577	1	179.65				
S1_39582956	1	179.65				
S1_39583002	1	179.65				
S1_39596713	1	179.94				
S1_39608514	1	179.94				
S1_39637701	1	179.94				
S1_39671437	1	179.94				
S1_39671900	1	179.94				
S1_39694925	1	180.25				
S1_39725447	1	180.25				
S1_39725849	1	180.56				
S1_39725861	1	180.56				
S1_39725863	1	180.56				
S1_39725864	1	180.56				
S1_39742111	1	180.56				
S1_39742218	1	180.56				
S1_39742267	1	180.56				
S1_39773239	1	180.56				
S1_39799820	1	180.56				
S1_39819626	1	180.56				
S1_39913497	1	181.42				
S1_39919986	1	181.42				
S1_39920044	1	181.42				
S1_40013502	1	181.99				
S1_40089754	1	183.11				
S1_40215261	1	183.67				
S1_40244866	1	183.95				
S1_40275005	1	184.22				
S1_40278001	1	184.22				
S1_40365849	1	184.79				
S1_40372283	1	184.79				
S1_40412316	1	185.36				
S1_40451840	1	185.66				
S1_40526762	1	185.66				
S1_40526938	1	185.66				
S1_40557831	1	186.26				
S1_40584495	1	186.26				
S1_40894634	1	190.13				
S1_40926794	1	190.13				
S1_40945564	1	190.13				
S1_41000011	1	190.13				
S1_41008334	1	190.44				
S1_41029848	1	190.44				
S1_41139415	1	190.99				
S1_41169968	1	190.99				
S1_41176753	1	191.29				
S1_41187172	1	191.29				
S1_41208372	1	191.29				
S1_41216725	1	191.29				
S1_41218115	1	191.29				
S1_41225105	1	191.58				
S1_41298835	1	191.86				
S1_41299557	1	191.86				
S1_41306109	1	191.86				
S1_41318979	1	191.86				
S1_41337391	1	191.86				
S1_41350968	1	191.86				
S1_41352307	1	191.86				
S1_41353333	1	191.86				
S1_41353426	1	191.86				
S1_41561811	1	192.14				
S1_41563134	1	192.14				
S1_41563161	1	192.14				
S1_41629577	1	192.14				
S1_41767801	1	192.43				
S1_41771754	1	192.43				
S1_41818521	1	192.43				
S1_41819622	1	192.43				
S1_41841593	1	192.43				
S1_41866313	1	192.43				
S1_41866406	1	192.43				
S1_41875070	1	192.43				
S1_41901298	1	192.43				
S1_41921141	1	192.72				
S1_41952758	1	192.72				
S1_41954746	1	192.72				
S1_41972583	1	192.72				
S1_41997670	1	192.72				
S1_42018224	1	192.72				
S1_42038139	1	193.02				
S1_42038466	1	193.02				
S1_42039229	1	193.02				
S1_42074817	1	193.31				
S1_42083347	1	193.31				
S1_42099409	1	193.59				
S1_42102409	1	193.59				
S1_42110528	1	193.59				
S1_42138516	1	194.17				
S1_42310908	1	196.9				
S1_42326848	1	196.9				
S1_42339557	1	196.9				
S1_42366741	1	196.9				
S1_42366766	1	196.9				
S1_42411849	1	197.18				
S1_42467072	1	197.46				
S1_42472831	1	197.46				
S1_42487526	1	197.46				
S1_42548685	1	197.46				
S1_42559690	1	197.46				
S1_42614953	1	197.46				
S1_42642946	1	197.46				
S1_42655200	1	197.46				
S1_42715991	1	197.46				
S1_42880262	1	197.74				
S1_43059794	1	199.53				
S1_43076278	1	199.82				
S1_43076279	1	199.82				
S1_43077843	1	199.82				
S1_43077904	1	199.82				
S1_43077969	1	199.82				
S1_43237333	1	199.82				
S2_50588	2	0				
S2_73342	2	0				
S2_73567	2	0				
S2_115012	2	0				
S2_164206	2	0				
S2_172960	2	0				
S2_204676	2	0.3				
S2_222775	2	0.3				
S2_222929	2	0.59				
S2_266000	2	0.59				
S2_491868	2	1.47				
S2_554478	2	1.47				
S2_554664	2	1.47				
S2_555870	2	1.47				
S2_646266	2	1.47				
S2_655440	2	1.75				
S2_727036	2	1.75				
S2_743922	2	1.75				
S2_778122	2	1.75				
S2_804849	2	1.75				
S2_839661	2	2.05				
S2_866600	2	2.05				
S2_884630	2	2.05				
S2_886624	2	2.05				
S2_989128	2	2.33				
S2_1004859	2	2.96				
S2_1049672	2	3.58				
S2_1075310	2	4.17				
S2_1103753	2	4.48				
S2_1103758	2	4.77				
S2_1653448	2	9.72				
S2_2064517	2	11.26				
S2_2064718	2	11.26				
S2_2065084	2	11.26				
S2_2082768	2	11.26				
S2_2180734	2	11.26				
S2_2218261	2	11.26				
S2_2218304	2	11.26				
S2_2372437	2	11.26				
S2_2485001	2	11.55				
S2_2639073	2	11.55				
S2_2747069	2	11.86				
S2_2782205	2	12.46				
S2_2838357	2	12.75				
S2_2844111	2	12.75				
S2_2881463	2	13.04				
S2_2927554	2	13.34				
S2_2943132	2	13.34				
S2_2948359	2	13.34				
S2_2948406	2	13.34				
S2_2962071	2	13.64				
S2_2982164	2	13.64				
S2_2983806	2	13.64				
S2_2983906	2	13.64				
S2_3072644	2	13.64				
S2_3072748	2	13.92				
S2_3094954	2	13.92				
S2_3099350	2	14.22				
S2_3126572	2	14.8				
S2_3197946	2	14.8				
S2_3207423	2	14.8				
S2_3207477	2	15.11				
S2_3207518	2	15.11				
S2_3207530	2	15.11				
S2_3207718	2	15.4				
S2_3207732	2	15.4				
S2_3207745	2	15.4				
S2_3207799	2	15.4				
S2_3249486	2	15.4				
S2_3255339	2	15.4				
S2_3255491	2	15.4				
S2_3263428	2	15.4				
S2_3279878	2	15.7				
S2_3978527	2	22.89				
S2_4234638	2	27.27				
S2_4236153	2	27.27				
S2_4236181	2	27.27				
S2_4250626	2	27.27				
S2_4250666	2	27.27				
S2_4250745	2	27.27				
S2_4310292	2	27.55				
S2_4361007	2	28.15				
S2_4362237	2	28.15				
S2_4408126	2	28.43				
S2_4559875	2	29.27				
S2_4721883	2	30.17				
S2_4816932	2	30.17				
S2_4868450	2	30.47				
S2_4889160	2	30.47				
S2_4908190	2	30.77				
S2_4908280	2	30.77				
S2_5116211	2	34.09				
S2_5194939	2	34.37				
S2_5194970	2	34.37				
S2_5204619	2	34.37				
S2_5231085	2	34.37				
S2_5251412	2	34.37				
S2_5254453	2	34.37				
S2_5259884	2	34.37				
S2_5297208	2	35.86				
S2_5320450	2	35.86				
S2_5346325	2	35.86				
S2_5346496	2	35.86				
S2_5357595	2	35.86				
S2_5410272	2	36.14				
S2_5442028	2	36.14				
S2_5466966	2	36.44				
S2_5507909	2	37				
S2_5555018	2	37.55				
S2_5555906	2	37.55				
S2_5566578	2	37.55				
S2_5566690	2	37.55				
S2_5566967	2	37.55				
S2_5593475	2	37.55				
S2_5643705	2	37.86				
S2_5737044	2	39.39				
S2_5741970	2	39.69				
S2_5746222	2	39.69				
S2_5776628	2	39.99				
S2_5797909	2	39.99				
S2_5800261	2	39.99				
S2_5800279	2	39.99				
S2_5848583	2	40.3				
S2_5848610	2	40.3				
S2_5852996	2	40.3				
S2_5869862	2	40.59				
S2_5913184	2	41.22				
S2_5913943	2	41.22				
S2_5964813	2	41.22				
S2_5965629	2	41.22				
S2_6025456	2	41.22				
S2_6065948	2	41.22				
S2_6089009	2	41.22				
S2_6089204	2	41.84				
S2_6110191	2	42.13				
S2_6114941	2	42.13				
S2_6197884	2	42.13				
S2_6205496	2	42.13				
S2_6208403	2	42.13				
S2_6217098	2	42.13				
S2_6220366	2	42.13				
S2_6246858	2	42.13				
S2_6261189	2	42.13				
S2_6386036	2	42.13				
S2_6434484	2	42.41				
S2_6471286	2	42.71				
S2_6564868	2	44.22				
S2_6577367	2	44.22				
S2_6645556	2	44.22				
S2_6651629	2	44.22				
S2_6748749	2	45.09				
S2_6785105	2	45.09				
S2_6834927	2	45.09				
S2_6918455	2	45.09				
S2_6963777	2	45.09				
S2_6983992	2	45.09				
S2_7017322	2	45.09				
S2_7098280	2	45.38				
S2_7187372	2	45.67				
S2_7187647	2	45.97				
S2_7221617	2	46.26				
S2_7222328	2	46.26				
S2_7248492	2	46.26				
S2_7273551	2	46.26				
S2_7273842	2	46.56				
S2_7285529	2	46.56				
S2_7347571	2	46.56				
S2_7353117	2	46.86				
S2_7427931	2	46.86				
S2_7433279	2	46.86				
S2_7478506	2	47.15				
S2_7525530	2	47.15				
S2_7556118	2	47.43				
S2_7568742	2	47.43				
S2_7582434	2	47.43				
S2_7582448	2	47.43				
S2_7595343	2	47.43				
S2_7612891	2	47.43				
S2_7614318	2	47.43				
S2_7705905	2	47.43				
S2_7719663	2	47.43				
S2_7719708	2	47.43				
S2_7723444	2	47.74				
S2_7761352	2	47.74				
S2_7769844	2	47.74				
S2_7939496	2	48.05				
S2_7939544	2	48.36				
S2_7949380	2	48.36				
S2_7988465	2	48.36				
S2_8018313	2	48.36				
S2_8076876	2	48.65				
S2_8093323	2	48.65				
S2_8093372	2	48.65				
S2_8093443	2	48.65				
S2_8093494	2	48.65				
S2_8093852	2	48.65				
S2_8096678	2	48.65				
S2_8115199	2	48.65				
S2_8135317	2	48.65				
S2_8178205	2	48.93				
S2_8197402	2	48.93				
S2_8235362	2	48.93				
S2_8262633	2	49.22				
S2_8299937	2	49.22				
S2_8363641	2	49.22				
S2_8398226	2	49.22				
S2_8405452	2	49.22				
S2_8455541	2	49.22				
S2_8517825	2	49.22				
S2_8518165	2	49.22				
S2_8531784	2	49.52				
S2_8536390	2	49.52				
S2_8583785	2	49.52				
S2_8583890	2	49.52				
S2_8584218	2	49.52				
S2_8591652	2	49.52				
S2_8591673	2	49.52				
S2_8730258	2	49.81				
S2_8927908	2	51.59				
S2_8936216	2	51.59				
S2_8940161	2	51.59				
S2_8951310	2	51.59				
S2_8955080	2	51.59				
S2_8973759	2	51.59				
S2_9007209	2	51.59				
S2_9448037	2	52.19				
S2_9457991	2	52.19				
S2_9458183	2	52.19				
S2_9554739	2	52.19				
S2_9554741	2	52.19				
S2_9922812	2	53.68				
S2_9945243	2	53.68				
S2_10077479	2	53.68				
S2_10089728	2	53.68				
S2_10123621	2	53.97				
S2_10164744	2	54.27				
S2_10275883	2	54.88				
S2_10541092	2	56.61				
S2_10677955	2	56.61				
S2_10678480	2	56.61				
S2_10747876	2	56.61				
S2_10825437	2	56.9				
S2_10854878	2	57.18				
S2_10858556	2	57.18				
S2_10901164	2	57.48				
S2_10902153	2	57.48				
S2_10916669	2	57.48				
S2_10985517	2	57.78				
S2_11000356	2	57.78				
S2_11071729	2	57.78				
S2_11264897	2	57.78				
S2_11318874	2	58.07				
S2_11343769	2	58.37				
S2_11343917	2	58.37				
S2_11367399	2	58.37				
S2_11427673	2	58.37				
S2_11707238	2	58.97				
S2_12000722	2	59.55				
S2_12000732	2	59.55				
S2_12082877	2	59.86				
S2_12086252	2	59.86				
S2_12155999	2	60.44				
S2_12230460	2	60.44				
S2_12245001	2	60.44				
S2_12432377	2	60.75				
S2_12440508	2	60.75				
S2_12465535	2	60.75				
S2_12536647	2	60.75				
S2_12569297	2	60.75				
S2_12614690	2	60.75				
S2_12777905	2	60.75				
S2_12777956	2	60.75				
S2_12778070	2	60.75				
S2_12846940	2	60.75				
S2_12890058	2	61.05				
S2_13031938	2	61.05				
S2_13040543	2	61.05				
S2_13094449	2	61.34				
S2_13097764	2	61.34				
S2_13122504	2	61.34				
S2_13349969	2	61.34				
S2_13356224	2	61.34				
S2_13873524	2	61.34				
S2_13915948	2	61.34				
S2_13973680	2	61.34				
S2_14092575	2	61.34				
S2_14126360	2	61.34				
S2_14131938	2	61.34				
S2_14159741	2	61.34				
S2_14331082	2	61.34				
S2_14355434	2	61.34				
S2_14361424	2	61.34				
S2_14404576	2	61.34				
S2_14509113	2	61.34				
S2_14624561	2	61.64				
S2_14683459	2	61.95				
S2_14697947	2	61.95				
S2_14748286	2	61.95				
S2_14862549	2	61.95				
S2_15106684	2	61.95				
S2_15238602	2	61.95				
S2_15251264	2	61.95				
S2_15262758	2	61.95				
S2_15325521	2	61.95				
S2_15422406	2	61.95				
S2_15449729	2	61.95				
S2_15549113	2	61.95				
S2_15606315	2	61.95				
S2_15606341	2	61.95				
S2_15776980	2	62.88				
S2_15777567	2	62.88				
S2_15979022	2	62.88				
S2_16013833	2	62.88				
S2_16088606	2	63.46				
S2_16146908	2	63.75				
S2_16150188	2	63.75				
S2_16191048	2	63.75				
S2_16191645	2	63.75				
S2_16217316	2	63.75				
S2_16263577	2	63.75				
S2_16265745	2	64.05				
S2_16265776	2	64.05				
S2_16356304	2	64.34				
S2_16356334	2	64.34				
S2_17150353	2	68.13				
S2_17245735	2	68.13				
S2_17246700	2	68.13				
S2_17259471	2	68.13				
S2_17283109	2	68.13				
S2_17415157	2	68.13				
S2_17430883	2	68.7				
S2_17447347	2	68.7				
S2_17462196	2	68.7				
S2_17464376	2	69.33				
S2_17500122	2	69.33				
S2_17500502	2	69.33				
S2_17521938	2	69.33				
S2_17585561	2	69.62				
S2_17852469	2	69.9				
S2_17862994	2	69.9				
S2_17863046	2	69.9				
S2_17868822	2	69.9				
S2_17875056	2	69.9				
S2_18098101	2	70.81				
S2_18137751	2	70.81				
S2_18241689	2	71.4				
S2_18306074	2	71.99				
S2_18306075	2	71.99				
S2_18314168	2	72.29				
S2_18359406	2	72.29				
S2_18379749	2	72.29				
S2_18444555	2	72.59				
S2_18490568	2	72.92				
S2_18632855	2	73.54				
S2_18661775	2	74.41				
S2_18699099	2	74.41				
S2_18707299	2	75.02				
S2_18710816	2	75.02				
S2_18733051	2	75.32				
S2_18806154	2	76.17				
S2_18937362	2	77.34				
S2_19166796	2	79.76				
S2_19167826	2	79.76				
S2_19331684	2	80.92				
S2_19454952	2	81.22				
S2_19477551	2	81.22				
S2_19487970	2	81.22				
S2_19488316	2	81.22				
S2_19509989	2	81.22				
S2_19555715	2	81.22				
S2_19595265	2	82.07				
S2_19619001	2	82.07				
S2_19653176	2	82.07				
S2_19669959	2	82.07				
S2_19703522	2	83				
S2_19717622	2	83				
S2_19724149	2	83				
S2_19726115	2	83				
S2_19729898	2	83				
S2_19758581	2	83				
S2_19759143	2	83				
S2_19759206	2	83				
S2_19815003	2	83				
S2_19835608	2	83				
S2_19853119	2	83				
S2_19861003	2	83				
S2_19897342	2	83				
S2_19897424	2	83				
S2_19928237	2	83				
S2_19928299	2	83				
S2_19955518	2	83.6				
S2_19973275	2	83.9				
S2_20000767	2	83.9				
S2_20001318	2	83.9				
S2_20082671	2	84.76				
S2_20153296	2	84.76				
S2_20153436	2	84.76				
S2_20182321	2	85.05				
S2_20182351	2	85.05				
S2_20196052	2	85.05				
S2_20196123	2	85.05				
S2_20196563	2	85.05				
S2_20196902	2	85.05				
S2_20196919	2	85.05				
S2_20257225	2	85.63				
S2_20258450	2	85.63				
S2_20346560	2	86.56				
S2_20346602	2	86.56				
S2_20359865	2	86.56				
S2_20412074	2	86.56				
S2_20417695	2	86.56				
S2_20470524	2	86.56				
S2_20568692	2	86.56				
S2_20576940	2	86.87				
S2_20577161	2	86.87				
S2_20652986	2	87.43				
S2_20653388	2	87.43				
S2_20653464	2	87.43				
S2_20653600	2	87.43				
S2_20677022	2	87.43				
S2_20700427	2	87.43				
S2_20770585	2	87.43				
S2_20821979	2	87.43				
S2_20868953	2	88.02				
S2_20913229	2	88.02				
S2_20920082	2	88.02				
S2_20932093	2	88.02				
S2_20973375	2	88.32				
S2_20986259	2	88.32				
S2_20994909	2	88.32				
S2_21002719	2	88.62				
S2_21005324	2	88.62				
S2_21015041	2	88.62				
S2_21015458	2	88.62				
S2_21016123	2	88.62				
S2_21032980	2	88.62				
S2_21037037	2	88.62				
S2_21050217	2	88.62				
S2_21085045	2	88.9				
S2_21129842	2	88.9				
S2_21131200	2	88.9				
S2_21156524	2	89.19				
S2_21335438	2	89.48				
S2_21387820	2	90.37				
S2_21435631	2	90.69				
S2_21438794	2	91.3				
S2_21440716	2	91.3				
S2_21470415	2	91.87				
S2_21470456	2	91.87				
S2_21473073	2	92.17				
S2_21488224	2	92.17				
S2_21519797	2	92.17				
S2_21525969	2	92.78				
S2_21566693	2	93.07				
S2_21584284	2	93.07				
S2_21587888	2	93.07				
S2_21609154	2	93.07				
S2_21639424	2	93.07				
S2_21648806	2	93.07				
S2_21662703	2	93.07				
S2_21662751	2	93.07				
S2_21663566	2	93.07				
S2_21667583	2	93.36				
S2_21696810	2	93.36				
S2_21740312	2	93.36				
S2_21749834	2	93.93				
S2_21765134	2	93.93				
S2_21772829	2	94.22				
S2_21852479	2	94.22				
S2_21863527	2	94.22				
S2_21905391	2	94.51				
S2_21917676	2	94.79				
S2_21918208	2	94.79				
S2_21959273	2	95.37				
S2_21978432	2	95.37				
S2_21979208	2	95.37				
S2_22011067	2	95.37				
S2_22011122	2	95.37				
S2_22011355	2	95.68				
S2_22013419	2	95.68				
S2_22070111	2	96.27				
S2_22085684	2	96.91				
S2_22090860	2	97.55				
S2_22143674	2	98.21				
S2_22178643	2	98.21				
S2_22216515	2	98.21				
S2_22218762	2	98.84				
S2_22233927	2	99.15				
S2_22248887	2	99.15				
S2_22249726	2	99.15				
S2_22249745	2	99.15				
S2_22259127	2	99.15				
S2_22320261	2	99.73				
S2_22391518	2	100.03				
S2_22433670	2	100.03				
S2_22433717	2	100.03				
S2_22433788	2	100.33				
S2_22475001	2	100.63				
S2_22529400	2	100.63				
S2_22618014	2	101.48				
S2_22621772	2	101.77				
S2_22645332	2	101.77				
S2_22746914	2	102.35				
S2_22758999	2	102.35				
S2_22871784	2	102.35				
S2_22877691	2	102.64				
S2_22880103	2	102.93				
S2_23036291	2	105.13				
S2_23046850	2	105.13				
S2_23068684	2	105.13				
S2_23098555	2	105.41				
S2_23106221	2	105.41				
S2_23144152	2	105.71				
S2_23246561	2	106.61				
S2_23403612	2	106.9				
S2_23404047	2	106.9				
S2_23404082	2	106.9				
S2_23484668	2	106.9				
S2_23538743	2	106.9				
S2_23558779	2	106.9				
S2_23561571	2	106.9				
S2_23593375	2	106.9				
S2_23652007	2	107.18				
S2_23789888	2	108.96				
S2_23810480	2	108.96				
S2_23819009	2	108.96				
S2_23845590	2	108.96				
S2_23874962	2	109.24				
S2_23874994	2	109.24				
S2_23908135	2	109.85				
S2_23908142	2	109.85				
S2_23978838	2	109.85				
S2_24005803	2	109.85				
S2_24025356	2	109.85				
S2_24025416	2	109.85				
S2_24048075	2	110.15				
S2_24059606	2	110.15				
S2_24096019	2	110.15				
S2_24108015	2	110.15				
S2_24133875	2	110.45				
S2_24152755	2	110.45				
S2_24229339	2	110.73				
S2_24236356	2	111.01				
S2_24261906	2	111.01				
S2_24265548	2	111.01				
S2_24278919	2	111.01				
S2_24280253	2	111.01				
S2_24405397	2	111.01				
S2_24405481	2	111.01				
S2_24432576	2	111.01				
S2_24464616	2	111.01				
S2_24469119	2	111.01				
S2_24479499	2	111.01				
S2_24573781	2	111.31				
S2_24631913	2	111.6				
S2_24636145	2	111.6				
S2_24646148	2	111.6				
S2_24655823	2	111.6				
S2_24666296	2	111.6				
